ID,SIM,interval,ETA1,ETA2,ETA3,ETA4
1,0,4,0.294458679828168,-0.0281537155320193,0.224264850006501,-0.562631633995335
2,0,4,0.228900941788388,-0.0280906641130105,-0.0157320896318487,-0.364729833372928
3,0,4,0.0444854389892272,-0.00826206041929417,-0.00175837772275487,-0.00902766168586377
4,0,4,0.231352906421515,-0.0235490297193939,0.0223147001916965,-0.374148723000428
5,0,4,0.171898355231348,-0.0152687434065018,-0.0223543720141263,-0.228688918172335
6,0,4,0.0710874727200251,-0.00748954792647678,-0.00270309952415381,-0.0146956310046049
7,0,4,0.134974389178714,-0.01117506513568,-0.00460474519524449,-0.0194910789278219
8,0,4,-0.0942659728798522,0.00900623564018329,0.00796262044209365,0.0328696137248569
9,0,4,-0.107497988823574,0.0101748735700424,0.0125697152950882,0.0297196271569893
10,0,4,0.132796329867883,-0.011160405494944,-0.00587938760777113,-0.0178205356510841
11,0,4,-0.0631735054180261,0.00582433561455444,0.00756568519297081,0.0208988763657453
12,0,4,-0.148851820797074,0.0147865097980481,0.010810632543894,0.0457501120171365
1,1,4,-0.13249139497929,0.0130790045320222,0.00851166172748563,0.0448481694941429
2,1,4,-0.328438781104783,0.0314233780729005,0.0227159691070713,0.0730579836648022
3,1,4,0.196811687893641,-0.0220544410171329,-0.00173076126508946,-0.333199215898803
4,1,4,0.0589505733224419,-0.00880653456588414,-0.00211375313357774,-0.012401078438576
5,1,4,-0.156081133889155,0.0158651261549051,0.0149662364099651,0.0703101660397636
6,1,4,0.0133850888668454,-0.00370981498265317,0.000792679859542827,-0.00453448637536189
7,1,4,0.367028680342998,-0.0425787290657304,0.105130589086049,-0.700441561767928
8,1,4,0.0307497345642403,-0.00760367308912727,-0.00113379017524666,-0.006295572983386
9,1,4,-0.538304783601024,0.0452319777614794,0.0446348548356981,0.124827474093273
10,1,4,-0.0462534165241147,0.00402446105494192,0.00103192438989554,0.0232809600031964
11,1,4,0.266157104182543,-0.0276877395624378,-0.0402473701935748,-0.466378477437451
12,1,4,0.275009746506384,-0.0310635729335595,0.0427290123510853,-0.568311452187829
