ID,SIM,interval,ETA1,ETA2,ETA3,ETA4
1,0,3,-0.102908859914239,0.0078601043022682,-0.000894071155669516,0.173131010882889
2,0,3,-0.0329023079465304,-0.000640681871925548,-0.147353391360652,0.212604275988416
3,0,3,0.0189494248008504,-0.00218758939271515,-0.191958810647438,0.0987268021000254
4,0,3,0.0563578661835498,-0.0050951016157783,-0.0690508972653547,-0.0306170909858956
5,0,3,0.0440317726370282,-0.00398903470797872,-0.0592668863180078,-0.0193470104643597
6,0,3,-0.0282107434510391,0.00256928716439074,0.0532911196568621,-0.00296448363207791
7,0,3,0.22701040417584,-0.0214073321174099,-0.462538286476574,-0.0310674525052701
8,0,3,-0.22744712377819,0.019589404967844,0.248917458233158,0.0555162419711114
9,0,3,-0.0680508439206091,0.00612674805555326,0.109328667134427,0.00273863744292933
10,0,3,0.090149507380427,-0.00854637742794534,-0.207550485375793,0.0190708525120526
11,0,3,-0.0832456636593029,0.00745554371739562,0.0835824801085662,0.0450646969281919
12,0,3,0.144234404491532,-0.0128926431791684,-0.188488774759269,-0.0875233847015319
1,1,3,-0.162081738896261,0.0120433509785926,0.0352753065239473,0.252108543666171
2,1,3,0.0433670240740964,-0.00519745136747146,-0.2845152091555,0.131577760528663
3,1,3,-0.0419425480635177,0.000274530623889636,-0.137467276269723,0.21708145286223
4,1,3,0.215010216236906,-0.0196864336935886,-0.441064836630477,-0.0385766951902234
5,1,3,-0.156786288048409,0.0135292164477706,0.244710529755627,-0.0191764325561628
6,1,3,-0.383289361405013,0.0295809930212304,0.0325690050976512,0.506911635019298
7,1,3,0.215352595806405,-0.0228228835564867,0.163582908908473,-0.360830061739275
8,1,3,-0.176777151362837,0.0150026251024534,0.0915183094306235,0.177255589371437
9,1,3,0.110983622605829,-0.0113059812143895,0.13247011558964,-0.228619243047248
10,1,3,0.00805835149545225,-0.000929465537760173,0.111921321418416,-0.0937941069573333
11,1,3,0.100469718073278,-0.00924530226144375,-0.0275805827672961,-0.119090529945228
12,1,3,-0.59609783731262,0.0373496602576614,0.0312883963156108,0.941546936530986
